answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
first baseman,False,1338f9fce03016d160a6d3c674bbc1fa607aadce762b23cdd1a2391e468dee69,4.107807957974728,4881,737,0.0064245,0.0064245,4000,0.0,factconsolidation_sh_262k_no7,0.0064245,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.1284371669753455,{},single_hop
The Church of Jesus Christ of Latter-day Saints,False,0f979fc1998ff16fbd958f1e4d418bd9fa74c1ff0758b8f466abfd9f98c558fe,4.148007457959466,4973,529,0.0057135,0.0057135,4000,1.0,factconsolidation_sh_262k_no15,0.0057135,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,4.254886917013209,{},single_hop
Catholic Church,False,6a7d75dae229c0b136b44f00a034819f10b70cfe4544a2fa9898df6e7cb35e70,5.184715208015405,4930,738,0.006465,0.006465,4000,0.0,factconsolidation_sh_262k_no5,0.006465,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.261284500011243,{},single_hop
English,False,af7e4f003e2f5bdab3fe44273bb122ba07cfe55f239d562808a4c50261d1e8ff,4.981693375040777,4822,740,0.0063915,0.0063915,4000,1.0,factconsolidation_sh_262k_no6,0.0063915,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,5.267957999953069,{},single_hop
United States of America,False,af4051fc7a2c414ad49022c40545a53a5d7b2389c4bfad0da8a6b6478361f775,1.846493792021647,4886,207,0.00444075,0.00444075,4000,1.0,factconsolidation_sh_262k_no25,0.00444075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.8652691669994965,{},single_hop
United States of America,False,b8875cdc3fbbce3fd209a1419d16178af22019c888c4cfd8118765b8db8fa219,1.867160249967128,4914,160,0.0042855,0.0042855,4000,1.0,factconsolidation_sh_262k_no26,0.0042855,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9523557079955935,{},single_hop
Eric Garcetti,False,13c84263f9e73c577dbd561201775bd33ad6cc44d920772c326b011cf5b96a17,2.1166051660547964,4909,231,0.004548,0.004548,4000,1.0,factconsolidation_sh_262k_no31,0.004548,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.3381434159819037,{},single_hop
Microsoft,False,c0222778571a650785ed430c01a01d25ede996ac3ea5f3659a7d715438fab13d,2.2572227499913424,4917,243,0.004599,0.004599,4000,0.0,factconsolidation_sh_262k_no18,0.004599,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.3692592090228572,{},single_hop
Singapore,False,90aad3a23e4190cf0c47ff387818502fb2529145f9949613cad8c7902681a5de,2.238143625028897,4908,192,0.004401,0.004401,4000,1.0,factconsolidation_sh_262k_no28,0.004401,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.409568750008475,{},single_hop
association football,False,b06650f770c990ec59e634e535cbfc464bff3eba57b5d9ccb0b1928f3c7d17d5,2.459141624975018,4943,366,0.00507975,0.00507975,4000,1.0,factconsolidation_sh_262k_no19,0.00507975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.494536916958168,{},single_hop
Dutch,False,d627489075326bddf35029a6fdb88df99c9196f69ad603602a595977d286ad20,2.846949417027645,4910,297,0.00479625,0.00479625,4000,1.0,factconsolidation_sh_262k_no17,0.00479625,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.900016958010383,{},single_hop
Edi Rama,False,aee7f1f12cdcd7ac5795f6db23d111cb6edf9534d7aebc89fe2dd198ad0178d0,2.7752040419727564,4963,311,0.0048885,0.0048885,4000,1.0,factconsolidation_sh_262k_no27,0.0048885,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.9242618750431575,{},single_hop
United States of America,False,f6dd73e217ce6319ce58249f80788a4d4eef2d0fbbd7573c581a27d8f242adb1,2.7110309170093387,4878,214,0.004461,0.004461,4000,1.0,factconsolidation_sh_262k_no23,0.004461,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.992445834039245,{},single_hop
Madonna,False,dbf2b57b56639eec6d4046450dea3f685dcbe05eb96f69fb871c72529dec2caa,2.9447352080023848,4844,244,0.004548,0.004548,4000,1.0,factconsolidation_sh_262k_no30,0.004548,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.122875250002835,{},single_hop
Yale University,False,45a1832424d9e42e631ea7c7f6ebf6e78cadbe2f0b91fbd1d024efd7591fef3d,3.0334007079945877,4942,294,0.004809,0.004809,4000,1.0,factconsolidation_sh_262k_no21,0.004809,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.4272322920151055,{},single_hop
Graham Linehan,False,95b8179a99aebacaeda143a0086c3c980513ea45cad1859253816aec901cab70,4.169241875002626,4879,736,0.00641925,0.00641925,4000,1.0,factconsolidation_sh_262k_no16,0.00641925,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,4.182617332960945,{},single_hop
association football,False,3d1dedca62b1c4bd87ef7d6f3a751af3161df08a494ce13299826966e01354c9,4.340448042028584,4919,736,0.00644925,0.00644925,4000,0.0,factconsolidation_sh_262k_no24,0.00644925,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.39801120897755,{},single_hop
United Kingdom,False,018996535e47d3d2613b23efca6059dff4931a406fde707dbb1277800ed4119a,4.603028916986659,4921,736,0.00645075,0.00645075,4000,1.0,factconsolidation_sh_262k_no22,0.00645075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,4.745601540955249,{},single_hop
United States of America,False,c90d79fe3ef44b22ec64f2a0c82cd36855153d1d30e5a936d01568aba893fbbf,4.806648958008736,4915,744,0.00647625,0.00647625,4000,1.0,factconsolidation_sh_262k_no20,0.00647625,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,4.887176875025034,{},single_hop
baseball,False,f1370c8e329d2eb565d19116201d993056464412a0e854ab0225ee57a99871f6,5.6836847919621505,5007,733,0.006504,0.006504,4000,1.0,factconsolidation_sh_262k_no29,0.006504,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,5.805576957995072,{},single_hop
MSNBC,False,73c14c007b14b92d6e6d94ec392ea9e2320af274d372376f234d0ac02a628cc8,1.8428771250182763,4883,127,0.0041385,0.0041385,4000,1.0,factconsolidation_sh_262k_no38,0.0041385,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9163392090122215,{},single_hop
country music,False,433557e5bee534be8dc55790fdd9fd7424ccd8a4831b01bfb66893a64ef926f8,2.0018875829991885,4891,149,0.004227,0.004227,4000,0.0,factconsolidation_sh_262k_no43,0.004227,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.1658578750211746,{},single_hop
Berlin,False,0fec087727aae9e0b588be6ad137695cc4b17755499222a63a6926b0ca0a78f4,2.07549979101168,4915,138,0.00420375,0.00420375,4000,1.0,factconsolidation_sh_262k_no32,0.00420375,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.188325624971185,{},single_hop
Catholic Church,False,7de54ad7387447180bcfead3c0f12984c12a140ea8732eecf4caeaf5d524eea2,2.0741044169990346,4935,173,0.00435,0.00435,4000,0.0,factconsolidation_sh_262k_no46,0.00435,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.2433752910001203,{},single_hop
Helsinki,False,617c689b7e45452079c21297feb33bd723be1ec8291181521acf5712a7695f72,2.372303042036947,4819,191,0.0043305,0.0043305,4000,1.0,factconsolidation_sh_262k_no44,0.0043305,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4202744170324877,{},single_hop
British Broadcasting Corporation,False,a0ff137ba0d5ba840e67c5b6f8652d2259bcbf7bfc5e871801356bbae6b133b9,2.5054732499993406,4942,333,0.00495525,0.00495525,4000,1.0,factconsolidation_sh_262k_no35,0.00495525,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.5390570409945212,{},single_hop
basketball,False,4b67115541ab1147ce7d738315867c0a9c635a0e4032127caa079b2ef773a164,2.325785082997754,4927,277,0.004734,0.004734,4000,1.0,factconsolidation_sh_262k_no47,0.004734,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.547609333996661,{},single_hop
Ford Motor Company,False,2348a5cea9cd697030300214c07108e8fdd89080b3e90bc81238b41a925af366,2.610589124960825,4946,260,0.0046845,0.0046845,4000,1.0,factconsolidation_sh_262k_no36,0.0046845,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6313704579952173,{},single_hop
Pál Teleki,False,fa490827ece35d65285f17788652503a1b23c2b5730ceb7e8e834a7c00c90a8b,2.7035761669976637,4944,371,0.00509925,0.00509925,4000,1.0,factconsolidation_sh_262k_no33,0.00509925,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.7177960419794545,{},single_hop
Salome,False,1e73cb3e65f3cccbe18096b49767a5d203772351724bdc738d18432eed8c67c5,2.740660540992394,4865,288,0.00472875,0.00472875,4000,0.0,factconsolidation_sh_262k_no39,0.00472875,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.82124170800671,{},single_hop
Ecuador,False,828768e02e0602e2c39b4f5775a3227c61d4a94ee21d58cbb04ea02e7b0d76ee,3.0144643749808893,4862,310,0.004809,0.004809,4000,1.0,factconsolidation_sh_262k_no42,0.004809,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.1555357910110615,{},single_hop
Stephen Hillenburg,False,bc6cff9dcc8848adec228469e02efeccc7ab515e49e78e118e692bd171e6e20c,3.247908416960854,4949,479,0.005508,0.005508,4000,1.0,factconsolidation_sh_262k_no40,0.005508,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.4659911249764264,{},single_hop
Jeune Afrique is not mentioned in the provided evidence.,False,f554895cca9c4a2ff652c25875f29e557149bb88d0cb4eab370c7516fdd7fc8f,3.8174364999867976,4927,746,0.00649275,0.00649275,4000,0.0,factconsolidation_sh_262k_no41,0.00649275,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.0497175410273485,{},single_hop
"10853

Chunk 871:
14811 to 14830",False,5460a59929be7e37bebf32bf5539fb5ba16427dbd8533d9afc201e2266bdf0de,4.890175124979578,4936,764,0.006567,0.006567,4000,0.0,factconsolidation_sh_262k_no45,0.006567,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.0233930830145255,{},single_hop
Catholic Church,False,aec45bcaadf6bb6d36c44fd69ae3f4f9053e4779677108b5781d540d0750e81d,5.005276000010781,4815,737,0.006375,0.006375,4000,1.0,factconsolidation_sh_262k_no37,0.006375,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,5.285947958996985,{},single_hop
midfielder,False,e1e4a574975cb9d1c0c7d8e0b3ddc5b4ffc6817bf3985c2bb8ed09dd9e91e361,5.6989858750021085,4873,739,0.006426,0.006426,4000,1.0,factconsolidation_sh_262k_no34,0.006426,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,5.820317332982086,{},single_hop
North America,False,70b736fe32e096fdb65f9715a0625d580baa79e611b495f5eccd82342f9177da,1.8604202920105308,4907,204,0.00444525,0.00444525,4000,1.0,factconsolidation_sh_262k_no62,0.00444525,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.9948115419829264,{},single_hop
association football,False,98cf1a8ea0485f2f6e677a95b567ca334dbd424d5f6c54d030673dfb6dcc80d2,2.1748247499926947,4833,211,0.004416,0.004416,4000,1.0,factconsolidation_sh_262k_no50,0.004416,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.196721832966432,{},single_hop
French,False,326fed8d3bd1f545f7c698675fe356676faf88bbd926bbcbd1df8db806457f56,2.4657929170061834,4918,315,0.00486975,0.00486975,4000,1.0,factconsolidation_sh_262k_no53,0.00486975,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4975394590292126,{},single_hop
basketball,False,f14ce40de8ac354df4460978efadba8d08443a6ce7b4e2e21c6f8ab0c88f6b36,2.4019288750132546,4947,278,0.00475275,0.00475275,4000,1.0,factconsolidation_sh_262k_no57,0.00475275,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.508341916021891,{},single_hop
United States of America,False,6fad3b595762fc10dc3d173967abab26aa90ccfb94aaa66763a1d84674d8cb98,2.5288007089984603,4925,258,0.00466125,0.00466125,4000,0.0,factconsolidation_sh_262k_no55,0.00466125,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.6077648749924265,{},single_hop
France,False,cec47e3c5313be9c257723438d8c4cd2e58498379004f4a269736a98b62e7ea5,2.4916167079936713,4856,274,0.0046695,0.0046695,4000,1.0,factconsolidation_sh_262k_no48,0.0046695,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.73081291600829,{},single_hop
Spanish,False,c57546393775569733fa48b8bd03d5f38e7b43a3bea18b2713d8bda522dc3254,2.6353168329806067,4988,362,0.0050985,0.0050985,4000,0.0,factconsolidation_sh_262k_no54,0.0050985,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.930040707986336,{},single_hop
WWE,False,2ef573d50b0b6fb535c59e34221dbb6b76f351c375744d4a7c6eccffc1bd46f8,3.2764571250299923,4870,358,0.004995,0.004995,4000,1.0,factconsolidation_sh_262k_no61,0.004995,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.3145329169929028,{},single_hop
Jainism,False,8305c55cb74542a6730c492668960141a2f076f1e97315ab07b075ae90f6a5d2,3.1730328329722397,4847,328,0.00486525,0.00486525,4000,1.0,factconsolidation_sh_262k_no51,0.00486525,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.3210364159895107,{},single_hop
Ottawa,False,1f12ed5c96fc6902e19a19871e1bb26a1a046f211efb25a8842a6580b7b3dfe9,3.693518500018399,4860,597,0.00588375,0.00588375,4000,0.0,factconsolidation_sh_262k_no49,0.00588375,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,3.70919808303006,{},single_hop
Hindi,False,4710a6a18ef99be063d416d2ac99779bb3c03befb274838ff340940a9bfac1dc,3.671077208011411,4911,466,0.00543075,0.00543075,4000,1.0,factconsolidation_sh_262k_no59,0.00543075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.849022041016724,{},single_hop
English,False,b85f34ac25e45623672137ae8cd44717f844733689890b1ad0729e2b82936677,4.056354416999966,4938,733,0.00645225,0.00645225,4000,0.0,factconsolidation_sh_262k_no63,0.00645225,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,4.224949042021763,{},single_hop
Asia,False,8ab6e6fe7cdb014f84d1ec3f888191369e57c7363f8f84dbafc1a2338e4187d1,4.1134994580061175,4879,583,0.0058455,0.0058455,4000,1.0,factconsolidation_sh_262k_no56,0.0058455,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,4.230006749974564,{},single_hop
"Wait, is Worksop Town F.C. in chunk 996 line 1?
Line 1 of",False,cfbc09cb54278114f6b3c4b5022086425a3313477628912957bead2480c22505,4.935812916955911,4897,764,0.00653775,0.00653775,4000,0.0,factconsolidation_sh_262k_no58,0.00653775,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.020846166997217,{},single_hop
No supplied evidence provides information about the university where Frank Norris was educated.,False,a4f0b4917aa3b6fbcb3a49a95b7c81dbbebe767dfd00ed1419d3bfd149d049ec,5.143467542016879,4972,753,0.00655275,0.00655275,4000,0.0,factconsolidation_sh_262k_no52,0.00655275,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.197918959020171,{},single_hop
Bridget Jones's Diary,False,6c1226f74d0a71c2f7c91d0ed118406c35b1e6084f8d9e9c996fb6e1cab3fd3a,4.986126084055286,4952,740,0.006489,0.006489,4000,1.0,factconsolidation_sh_262k_no60,0.006489,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,5.389458249963354,{},single_hop
Lancaster,False,5ff67572a9d5261dbd6156200a03e4251bc2ed442d28426df3f2f18c13330780,1.8888412090018392,4934,138,0.004218,0.004218,4000,1.0,factconsolidation_sh_262k_no66,0.004218,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,1.976739582954906,{},single_hop
British Broadcasting Corporation,False,ce1d100b3ab8b5ee46629fa1c5ca3224f30599a18f2593ec7c8251e8a3edc7df,2.0101432079682127,4961,192,0.00444075,0.00444075,4000,1.0,factconsolidation_sh_262k_no68,0.00444075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.0332295420230366,{},single_hop
quarterback,False,46fd235ebcae4aedafdad2e680bcce15faa7c792992cce4ce7aa40d8e7ce93f0,1.9914094169507734,4895,147,0.0042225,0.0042225,4000,1.0,factconsolidation_sh_262k_no75,0.0042225,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.0848211250267923,{},single_hop
Finnish,False,087ba3667834e410313035622ab24f1d130ff72c2a18b22b4ae526d39bca92f1,2.0206677499809302,4972,197,0.00446775,0.00446775,4000,1.0,factconsolidation_sh_262k_no71,0.00446775,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.1897960420465097,{},single_hop
United Kingdom,False,3603c0b9d63c1d28ebc7fe7cb26a85903a2a36a3ca1fe7d08f0beba5a1b5309d,2.005978958972264,4923,169,0.004326,0.004326,4000,1.0,factconsolidation_sh_262k_no76,0.004326,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2160767499590293,{},single_hop
Ireland,False,1df9f93851189835a3a241b609da41f3004a1a8cac95c7839bfcd439c98471df,2.361703332979232,4872,218,0.0044715,0.0044715,4000,1.0,factconsolidation_sh_262k_no70,0.0044715,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4126917910180055,{},single_hop
basketball player,False,95c3fa32b28ff1a347c904b3ec1f1b1458e96aa47dadc9969977123c1c1182b3,2.3901342910248786,4843,345,0.004926,0.004926,4000,1.0,factconsolidation_sh_262k_no73,0.004926,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4183377920417115,{},single_hop
association football,False,37aa0e22e90adad42121961d6c324a585c0a57f214ecc97743bb882af0bf5632,2.4653692499850877,4917,220,0.00451275,0.00451275,4000,0.0,factconsolidation_sh_262k_no77,0.00451275,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.6236985409632325,{},single_hop
Nepal,False,e7ccdb8d27751b4e38f8aa7ac6ff7566e1cd163e19ce05c63dddaf26053f5e45,2.6060837500263005,4916,293,0.00478575,0.00478575,4000,1.0,factconsolidation_sh_262k_no69,0.00478575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.683065165998414,{},single_hop
Nuapada,False,577d713c5b995691b27710c00909b60ad225b71a947d3340e804c6460185edbf,2.826021332992241,4891,339,0.0049395,0.0049395,4000,1.0,factconsolidation_sh_262k_no78,0.0049395,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.0166182079701684,{},single_hop
Italy,False,2df8b27a54e92f5993ed1ec444f6b63e5cf36beb961bdd5732d8fd9f03b5e70b,3.0267041659681126,4849,336,0.00489675,0.00489675,4000,0.0,factconsolidation_sh_262k_no64,0.00489675,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,3.0423001250019297,{},single_hop
Netscape Comunications Corporation,False,e0b891442a801beebc5893f2ac5a207441ee190d14327589f0ab47bad313cd93,3.029999583028257,4887,455,0.0053715,0.0053715,4000,1.0,factconsolidation_sh_262k_no67,0.0053715,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.1584999579936266,{},single_hop
British Broadcasting Corporation,False,77744b23be838b93794f8d51583785e21ab28c663417999db6d6e645e1260598,3.530260958010331,4819,464,0.00535425,0.00535425,4000,1.0,factconsolidation_sh_262k_no72,0.00535425,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.573218292032834,{},single_hop
United Kingdom,False,97f0b8f6bbcd0d0e2382db88742af0ecbc8faf02f05e721e3d2d72e25c5dea02,3.4440898339962587,4956,397,0.00520575,0.00520575,4000,1.0,factconsolidation_sh_262k_no74,0.00520575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,3.6955839580041356,{},single_hop
Khalifa bin Zayed Al Nahyan,False,2ddfa33eeacce8a17cc2c32f175c7bdb7d4025f7e6ee715c21651a52eb994eb5,5.107678916014265,4949,744,0.00650175,0.00650175,4000,1.0,factconsolidation_sh_262k_no65,0.00650175,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,5.2222319160355255,{},single_hop
midfielder,False,d5f8fe9e9f674c6aacbe2d4af74d19f2cf64d6f98b20e4a9065ee1414678c988,5.8214384590392,4899,735,0.0064305,0.0064305,4000,0.0,factconsolidation_sh_262k_no79,0.0064305,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,5.887519708019681,{},single_hop
Flensburg,False,f1f58ae59588d9528fead7b8853512ab29197f8100b85559e4763df75ea27097,1.9537686670082621,4901,135,0.004182,0.004182,4000,1.0,factconsolidation_sh_262k_no85,0.004182,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.008640457992442,{},single_hop
Brothers Grimm,False,2520961663459bf32fb988529c171fb4c3a723ed403b23453245c25878c714bc,1.982910000020638,4860,157,0.00423375,0.00423375,4000,1.0,factconsolidation_sh_262k_no93,0.00423375,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.037415625003632,{},single_hop
L. Ron Hubbard,False,43cb0d15eefb6aa4bb41faf7065ef02d4e96c6c84f25f1b8145ce198a7e97e09,1.9744081670069136,4845,160,0.00423375,0.00423375,4000,1.0,factconsolidation_sh_262k_no89,0.00423375,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.0611181669519283,{},single_hop
McDonald's,False,002e18c535774f4fc4e0a0308ea47f815411fcce533f733fb6544117df581978,1.8270760839805007,4841,96,0.00399075,0.00399075,4000,1.0,factconsolidation_sh_262k_no92,0.00399075,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2301085410290398,{},single_hop
United Kingdom,False,fda424a5be655398522ede35a6f6bb6345537f58dab5bbcf06fa1eaab02fea5b,2.2523840409703553,4892,267,0.00467025,0.00467025,4000,1.0,factconsolidation_sh_262k_no95,0.00467025,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.2766223329817876,{},single_hop
The Wharton School,False,facab8424280b99be35244d6b17e77f97443b67cb4a81846f4a6b21d41ac0cb9,2.2233364999992773,4890,197,0.00440625,0.00440625,4000,1.0,factconsolidation_sh_262k_no87,0.00440625,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.296906749950722,{},single_hop
Russian,False,6f4f568af9fe3ed0c5268af7bef95102d8e48d9b8ddd79f7cfcdbdd8334456d0,2.289340541989077,4936,233,0.00457575,0.00457575,4000,1.0,factconsolidation_sh_262k_no82,0.00457575,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.299973291985225,{},single_hop
Peter Dutton,False,d0e58acba3c395cab1c6d74d369e54abd83fd687dad43f365cb3db5a4b3dccd1,2.2228358749998733,4848,184,0.004326,0.004326,4000,0.0,factconsolidation_sh_262k_no88,0.004326,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.398318083025515,{},single_hop
United States of America,False,65c67a2e9a4267ea5b361f6c3675828972df4bfbed12f45f9c8667961cf830dc,2.328075875004288,4887,282,0.00472275,0.00472275,4000,1.0,factconsolidation_sh_262k_no81,0.00472275,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.4444976249942556,{},single_hop
Thiago Motta,False,4123d3f3b0d87629f9f48656a104d0f67f581a12cec675a3d2a211859963862e,2.6487649169866927,4902,259,0.00464775,0.00464775,4000,1.0,factconsolidation_sh_262k_no94,0.00464775,0,,[],0,substring_exact_match,gemini-3.6-flash,1.0,2.6638972079963423,{},single_hop
London,False,1ed5fbc3a7d90285acaac6cbe62a245f0dbf2bbc6c7917f3ab7dea983e7239cc,2.4193092500208877,4916,210,0.0044745,0.0044745,4000,0.0,factconsolidation_sh_262k_no80,0.0044745,0,,[],0,substring_exact_match,gemini-3.6-flash,0.0,2.7146312079858035,{},single_hop
