answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
"Wait, is there any reason given?
Wait! Let me re-read the passages provided very carefully.
Is there any information about",False,71e7f8d8861ca3a06d02b2ab5e0aadc41e906781c32d7abcbb965471a5d34bcc,4.3672835839679465,4583,764,0.00630225,0.00630225,3987,0.0,0bedb7e80bdc11eba7f7acde48001122,0.00630225,0,,[],0,f1,gemini-3.6-flash,0.0,4.502530083002057,{},compositional
The Goose Woman,False,950f4fc0aaaf6409dfcb4f149f02701996f0cda5365da8919f61c75767f74256,4.343564042006619,4889,737,0.0064305,0.0064305,4000,0.0,dcbee4b608b011ebbd85ac1f6bf848b6,0.0064305,0,,[],0,f1,gemini-3.6-flash,0.0,4.512622667010874,{},bridge_comparison
": ""(One of these sons, Theodore Salisbury Woolsey, Jr., was a forestry expert.)""
So for Theodore Salisbury Woolsey Jr., his father",False,22542fe79c3a1302cb6f31da5f0156829cb469072374917cbcad8c934eb6aaeb,4.607167667010799,4816,764,0.006477,0.006477,4000,0.0,2084260e0bde11eba7f7acde48001122,0.006477,0,,[],0,f1,gemini-3.6-flash,0.0,4.624396416998934,{},compositional
Date of death unknown,False,5643f9cbf4796515e76a77c9d3f9556268ad5e6e6658b2726cda4f3bbd022fb6,4.737151625042316,4763,738,0.00633975,0.00633975,4000,0.0,bab3b6d00bda11eba7f7acde48001122,0.00633975,0,,[],0,f1,gemini-3.6-flash,0.0,4.753747457987629,{},compositional
Sweden,False,9a3f2622a945965e0b90f276d4fabb7b25439280793fedcac527177031b86cd3,4.9410622919676825,4439,716,0.00601425,0.00601425,4000,0.0,e311a3ba0bdc11eba7f7acde48001122,0.00601425,0,,[],0,f1,gemini-3.6-flash,0.0,4.948121916037053,{},compositional
Stephen Warbeck,False,5c975358640fa6fc54122bfe8a45b0f092fcd2297ba8ce673f645c9c721249ac,5.217059999995399,4778,738,0.006351,0.006351,4000,0.0,86508dc60bdc11eba7f7acde48001122,0.006351,0,,[],0,f1,gemini-3.6-flash,0.0,5.24901949998457,{},compositional
I'll Be Going Now,False,969cd05888dcccacb8a83ccd12a6f7792a027f458b8194548750c1b4b40b3ec4,5.151037083007395,4666,722,0.006207,0.006207,4000,1.0,f34d188608cb11ebbd93ac1f6bf848b6,0.006207,0,,[],0,f1,gemini-3.6-flash,1.0,5.310235332988668,{},bridge_comparison
Nessa,False,6bf8861e412375e396d5e0abb231e7193eb7ac498c771fed8e1f9bcd2d3a82fa,5.499374250008259,4597,737,0.0062115,0.0062115,3994,0.0,5cc01ab60bb011ebab90acde48001122,0.0062115,0,,[],0,f1,gemini-3.6-flash,0.0,5.597420540987514,{},inference
"Directed by Jim Wynorski
Wait, if it's not in the evidence, wait! Is Jim Wynorski in the text?",False,e9617b01e0dc764cfa1a87ecfd78704125f4d4827901c942574f2a62df1930c2,5.8948827919666655,4456,763,0.00620325,0.00620325,4000,0.0,7cb81afc0bd911eba7f7acde48001122,0.00620325,0,,[],0,f1,gemini-3.6-flash,0.0,5.973768625000957,{},compositional
Felix Schuster,False,365b9de81259828f61f643704fdd15cd012b3b9afeeb42b9ad8da1eed95e056f,2.094689792022109,4716,268,0.004542,0.004542,4000,1.0,c9a769c608be11ebbd8aac1f6bf848b6,0.004542,0,,[],0,f1,gemini-3.6-flash,1.0,2.207363334018737,{},comparison
Holm Jølsen,False,c5b419d3058aee459854f4582ebfaa054cc4bde672b7678181bdf45905856a4d,2.5055290419841185,4736,218,0.0043695,0.0043695,4000,1.0,3e3cd62a086211ebbd5dac1f6bf848b6,0.0043695,0,,[],0,f1,gemini-3.6-flash,1.0,2.561843624978792,{},comparison
"Sir Thomas Wheate, 1st Baronet",False,d33dadb0aff265af525bc09ac3ec8b9c13d1d9e6908612a02996647871f7ab97,2.749374874983914,4906,316,0.0048645,0.0048645,4000,1.0,38da155f087511ebbd67ac1f6bf848b6,0.0048645,0,,[],0,f1,gemini-3.6-flash,1.0,2.7856936249881983,{},comparison
Ludwig Elsbett,False,651215b8426d420c9b4b2b377ea9761cbece49e7670f9070ba2afe81659d27a7,3.2750430000014603,4700,430,0.0051375,0.0051375,4000,1.0,434dea7708d211ebbd95ac1f6bf848b6,0.0051375,0,,[],0,f1,gemini-3.6-flash,1.0,3.310316374991089,{},comparison
No,False,4d94a01e501c10f318ea8aace3ebd212b9f06ee28685e092b76df48b19f0bb5a,4.2750402499805205,4705,540,0.00555375,0.00555375,3983,0.0,f998c58c091b11ebbdaeac1f6bf848b6,0.00555375,0,,[],0,f1,gemini-3.6-flash,0.0,4.356659833982121,{},comparison
"Frank Sinatra (born in Hoboken, New Jersey)",False,b13db48848d012901ba3d01dfae81febc662092e81824fbdab542a5fc5107000,4.380013624962885,4620,743,0.00625125,0.00625125,4000,0.0,0dfe41f60bdc11eba7f7acde48001122,0.00625125,0,,[],0,f1,gemini-3.6-flash,0.25,4.484649958030786,{},compositional
Tombstone Rashomon,False,8ca8d494c4f8c0a1b19e65b4eb84660633a990c5a1452758c3135ac8b18eb360,4.403514917008579,4637,739,0.006249,0.006249,4000,1.0,3f04140e08c311ebbd8dac1f6bf848b6,0.006249,0,,[],0,f1,gemini-3.6-flash,1.0,4.511622250021901,{},bridge_comparison
45 Fathers,False,14d7bddf3060636f7212d2bcc80c8ac5922f595508e1201c64909a9c64b45db7,4.620347124990076,4711,737,0.006297,0.006297,3990,1.0,9aa8008408de11ebbd9eac1f6bf848b6,0.006297,0,,[],0,f1,gemini-3.6-flash,1.0,4.684846375021152,{},bridge_comparison
"I am unable to answer this question because the provided evidence does not contain information about the performer of the song ""B Boy"" being detained.",False,9a7e18417898ad7b83a9c469c815d84e02dfa7d8d3c1f3cf937ba02324fb5706,4.707589666999411,4585,761,0.0062925,0.0062925,4000,0.0,50e4a65c0bde11eba7f7acde48001122,0.0062925,0,,[],0,f1,gemini-3.6-flash,0.0,4.840937708970159,{},compositional
It's a Wonderful Afterlife,False,8e477cf9396cb0dac853d1b16c1aa48e399a8f3059ac72b2a0451d92e0a7dc89,5.109830208995845,4682,741,0.00629025,0.00629025,4000,1.0,b64f541e088d11ebbd70ac1f6bf848b6,0.00629025,0,,[],0,f1,gemini-3.6-flash,1.0,5.187112333020195,{},bridge_comparison
Metro-Goldwyn-Mayer,False,98e5d0241bbb4e07eb24e9a5785795a54e5e284bb7225a5000198977eca946d7,5.165828207973391,4726,653,0.00599325,0.00599325,4000,0.0,3ce92df80bde11eba7f7acde48001122,0.00599325,0,,[],0,f1,gemini-3.6-flash,0.0,5.240880459023174,{},compositional
Phalitamsha,False,a4b2cb1d836e7e62e8db31420b46301e7a06ba56d6082c83bfe03aa673b263ec,5.340454790974036,4556,737,0.00618075,0.00618075,3999,1.0,02b62fce087211ebbd64ac1f6bf848b6,0.00618075,0,,[],0,f1,gemini-3.6-flash,1.0,5.350793000019621,{},bridge_comparison
The Blue Collar Worker and the Hairdresser in a Whirl of Sex and Politics,False,2013bcea4298ab978cf1884d0df60b87290c20276a9b8cec776a62e2cf7c0899,5.376380666974001,4714,752,0.0063555,0.0063555,4000,1.0,b0ac0fc8087b11ebbd68ac1f6bf848b6,0.0063555,0,,[],0,f1,gemini-3.6-flash,1.0,5.425219332973938,{},bridge_comparison
[Insufficient evidence],False,8d8d94caddce24c9b95805096ec8c7b660ebe0e7ba5d13bc64ed885db5f06c7b,5.409682916011661,4564,739,0.00619425,0.00619425,4000,0.0,c5a00e860bda11eba7f7acde48001122,0.00619425,0,,[],0,f1,gemini-3.6-flash,0.0,5.4402907499461435,{},compositional
Salad by the Roots,False,ae8568091ffc171a1c243fab1a71e29ffd0c2a9e5f55c087de847eeb8d62db0a,5.50463454099372,4583,742,0.00621975,0.00621975,4000,1.0,01309e5008bd11ebbd89ac1f6bf848b6,0.00621975,0,,[],0,f1,gemini-3.6-flash,1.0,5.511424124997575,{},bridge_comparison
"Jonny Greenwood (Oxford, Oxfordshire, England)",False,d7efdc7fba3147551bc8fdb630ebde25c1713ec95c8447c7f6947adba26dba7c,5.6559819169924594,4572,748,0.006234,0.006234,4000,0.0,b672c1ee0bdd11eba7f7acde48001122,0.006234,0,,[],0,f1,gemini-3.6-flash,0.3333333333333333,5.675768457993399,{},compositional
Leopoldo Torre Nilsson,False,5d9e380d93d1b2de606b2c84020f76ca021fc547f52ae068f9d1c7519adeccda,2.2514097089879215,4671,276,0.00453825,0.00453825,4000,1.0,1dfaa6200bdd11eba7f7acde48001122,0.00453825,0,,[],0,f1,gemini-3.6-flash,1.0,2.3062613339861855,{},compositional
Yes,False,56357dbf2dc813dd5065e3a7cbd3251ba6eeb03829d37c26a4f5f0043af21708,2.428070417023264,4464,252,0.004293,0.004293,4000,1.0,4d3ab509099c11ebbdb0ac1f6bf848b6,0.004293,0,,[],0,f1,gemini-3.6-flash,1.0,2.541750875010621,{},comparison
Werner Mensching,False,31d957ae09cac9574504a6c8485064c12ede90f256c74d4f0d84263026177691,2.7091830410063267,4854,304,0.0047805,0.0047805,4000,1.0,ec70a8a208a311ebbd7cac1f6bf848b6,0.0047805,0,,[],0,f1,gemini-3.6-flash,1.0,2.818393166002352,{},comparison
Hubert Mordek,False,3457d36e98a3da84223acd928718d00f05aa84baf394fd5d2a55870b3194a81a,3.2076604579924606,4554,345,0.00470925,0.00470925,4000,1.0,ea151f3908e011ebbda2ac1f6bf848b6,0.00470925,0,,[],0,f1,gemini-3.6-flash,1.0,3.2787322080112062,{},comparison
Austrian-American,False,81b57894402382e56a98df80a38aaff4fd868a658628ad8be5e95209af131f48,3.7281845830148086,4770,440,0.0052275,0.0052275,4000,0.0,b7f5f7200bdd11eba7f7acde48001122,0.0052275,0,,[],0,f1,gemini-3.6-flash,0.0,3.810048374987673,{},compositional
Russia,False,9d41ac4732717844e94ae42bcf80134860073045db4404593d414361059b981b,3.7613148749805987,4599,636,0.00583425,0.00583425,4000,0.0,78b10fb00bdc11eba7f7acde48001122,0.00583425,0,,[],0,f1,gemini-3.6-flash,0.0,3.8631615830236115,{},compositional
Danish,False,3939c12793441c20f0cd8cf2336aa170eb077766ea4ba435598b39c677571b63,3.8835585409542546,4579,737,0.006198,0.006198,4000,0.0,d9c894ec0bd911eba7f7acde48001122,0.006198,0,,[],0,f1,gemini-3.6-flash,0.0,3.9246679159696214,{},compositional
Arrête ton cinéma,False,aeda5be9faacae05c262c304b36645e08df308a089f48070ec122f258654655e,4.175097749975976,4599,738,0.00621675,0.00621675,4000,1.0,0dc9691b087911ebbd67ac1f6bf848b6,0.00621675,0,,[],0,f1,gemini-3.6-flash,1.0,4.199925041990355,{},bridge_comparison
No,False,1e008752e907ae9db7c04db23e57e47ee30ca7f319bf24f67cde087980c2fde8,4.2671103330212645,4699,733,0.006273,0.006273,4000,0.0,879d21e208fc11ebbdadac1f6bf848b6,0.006273,0,,[],0,f1,gemini-3.6-flash,0.0,4.2743820829782635,{},comparison
"I am sorry, but the provided text does not contain information about where Prince Ferdinand of Bavaria's mother died.",False,4c3be3eab478ac8ab2e4ff7bed9c1fbdd70eeffe2cf0015656d3689002872a79,4.212003624998033,4832,756,0.006459,0.006459,4000,0.0,0083038e0bde11eba7f7acde48001122,0.006459,0,,[],0,f1,gemini-3.6-flash,0.0,4.355077666987199,{},compositional
"Elisabeth of Mansfeld-Hinterort's father is not named in the text, but he married Elisabeth of Mansfeld-H",False,e0eb9342222d11e3060fbbda75a7e881acaf4dbf940d2b124c5d425a16e71f8b,4.60145575000206,4607,764,0.00632025,0.00632025,4000,0.0,62a9cd640bb011ebab90acde48001122,0.00632025,0,,[],0,f1,gemini-3.6-flash,0.1,4.635050458018668,{},inference
"Based on the supplied evidence, the provided passages state that the music for *The Straw Hat* was composed by Isaac Schwartz, but they do",False,87af4902b59ccb916b966f45b6eceae1ebfe3dfb4b448d922f8cd3ab0064f4c6,4.924982750031631,4788,764,0.006456,0.006456,4000,0.0,49b22d0a0bde11eba7f7acde48001122,0.006456,0,,[],0,f1,gemini-3.6-flash,0.0,4.955921917047817,{},compositional
"Wait, let's look at Mario Bonnard or Richard Pottier or Eduardo De Filippo.
Wait, is Eduardo De Filippo in any passage?",False,10dcef95d5bb28520e79f8b1e6c26d848da5f676093b1e51b9b1ea7a19b77af0,5.013606625027023,4574,764,0.0062955,0.0062955,4000,0.0,a9e322b20bdc11eba7f7acde48001122,0.0062955,0,,[],0,f1,gemini-3.6-flash,0.0,5.071819250006229,{},compositional
")
            *   `passage_a4a14243b95f06027492",False,19b7aa3751dbaf3378231c613329c8d8ff0a080d2d35413bbe60d8220af65003,5.079114415973891,4688,764,0.006381,0.006381,4000,0.0,8e07f1f00bda11eba7f7acde48001122,0.006381,0,,[],0,f1,gemini-3.6-flash,0.0,5.12964808405377,{},compositional
Gian-Carlo Coppola,False,5475a3abd0ee30eb355d9de1e961a59bb1462b79340c8a4f9a1ccaea61af4a6c,5.35673937498359,4769,739,0.006348,0.006348,4000,1.0,cda459160bda11eba7f7acde48001122,0.006348,0,,[],0,f1,gemini-3.6-flash,1.0,5.377218332956545,{},compositional
Sergio Mimica-Gezzan,False,f75fb38e3e11ea6ce98935d9b837452a7ae4ed159b56cd0e3e83c6407aebc954,6.1276399589842185,4807,740,0.00638025,0.00638025,4000,1.0,6b8402c40bdd11eba7f7acde48001122,0.00638025,0,,[],0,f1,gemini-3.6-flash,1.0,6.1836674170335755,{},compositional
Pirates of the Sky,False,f5c6615916d8699fe4fe1608690ec1b7b0fcc873f58f82beb00dc1cb3b56f3d8,2.416012083995156,4695,222,0.00435375,0.00435375,4000,1.0,63c16246095211ebbdaeac1f6bf848b6,0.00435375,0,,[],0,f1,gemini-3.6-flash,1.0,2.5052340420079418,{},comparison
French,False,219ba733e8f8be2128615a3ba16c8d41fcecd24e887ece6b1b29de4ddbf68148,2.5618833340122364,4606,207,0.00423075,0.00423075,4000,0.0,d18fc6640bda11eba7f7acde48001122,0.00423075,0,,[],0,f1,gemini-3.6-flash,0.0,2.644850874959957,{},compositional
Yes,False,549173faa894cab1bce16bcad7aae2aa5885ca0211943b5764f9181192cc838a,2.696587582991924,4522,267,0.00439275,0.00439275,4000,1.0,0ce9a92008ed11ebbda7ac1f6bf848b6,0.00439275,0,,[],0,f1,gemini-3.6-flash,1.0,2.717817916010972,{},comparison
Yes,False,68105954ab0a09b1597dd268b7163d1e47a3b81589e4e26075ce5cc659cc30ab,2.646959416975733,4567,299,0.0045465,0.0045465,4000,1.0,037da85d08c611ebbd90ac1f6bf848b6,0.0045465,0,,[],0,f1,gemini-3.6-flash,1.0,2.7242813339689746,{},comparison
Museum of Croatian Archaeological Monuments,False,766ec479c1f8943855e55ca1c4df86d1c4e6b249faa23262394de400a8b9aa91,2.66324208304286,4591,240,0.00434325,0.00434325,4000,1.0,ee5cf4a008a711ebbd7fac1f6bf848b6,0.00434325,0,,[],0,f1,gemini-3.6-flash,1.0,2.7730284169665538,{},comparison
Bruce Coulter,False,8cafb8e3892480777b8cf7f97aea7caf56968681855899c3757c5a0e1429518e,2.96559266600525,4711,256,0.00449325,0.00449325,4000,1.0,4a11106f08ea11ebbda7ac1f6bf848b6,0.00449325,0,,[],0,f1,gemini-3.6-flash,1.0,3.0820777090266347,{},comparison
Ljubljana,False,14de667f467daabd8953a0633efaa4afdef07d817b777d224e2b1eb52caedb56,3.190169000008609,4797,315,0.004779,0.004779,4000,1.0,e15d99380bdd11eba7f7acde48001122,0.004779,0,,[],0,f1,gemini-3.6-flash,1.0,3.226604708004743,{},compositional
The Marriage of Princess Demidoff,False,13668687eb503ed7c4d35f473f1dad3c02c94cb92c7933f5a35cf5289cf39a64,3.6861037500202656,4664,573,0.00564675,0.00564675,4000,1.0,7d7237ac08a011ebbd78ac1f6bf848b6,0.00564675,0,,[],0,f1,gemini-3.6-flash,1.0,3.833319791010581,{},bridge_comparison
No,False,f5ab44bf836455b0ee071cbb17165e0d404c412c8c8aa8f0d96593e7174f5f24,4.69393841602141,4659,495,0.0053505,0.0053505,4000,1.0,7d87730c087211ebbd66ac1f6bf848b6,0.0053505,0,,[],0,f1,gemini-3.6-flash,1.0,4.74583549995441,{},comparison
Information about where the husband of Joanna Elisabeth of Holstein-Gottorp was born is not provided in the supplied evidence.,False,6d01d15b48e5225e8095e93fe5c789b342acfc1b4245f92253aa799c223dca28,4.674733124964405,4808,759,0.00645225,0.00645225,4000,0.0,8f783c7a0bda11eba7f7acde48001122,0.00645225,0,,[],0,f1,gemini-3.6-flash,0.0,4.760475833027158,{},compositional
I Cover the Underworld,False,0efad65331d0bab725ecf22a2b2e13eb3f2be00903c7c4beba4c60ba3fc7d035,5.2982674579834566,4668,745,0.00629475,0.00629475,4000,0.0,a52e9e1908b711ebbd88ac1f6bf848b6,0.00629475,0,,[],0,f1,gemini-3.6-flash,0.0,5.331039000011515,{},bridge_comparison
I am unable to answer this question because the provided evidence does not contain information about where Saw Thanda's husbands died.,False,bc7de8c04f7fce6a12d7cde6622ff69b62a805d078d60ed7383154721fb46b26,5.408302541996818,4528,761,0.00624975,0.00624975,4000,0.0,f05423560bda11eba7f7acde48001122,0.00624975,0,,[],0,f1,gemini-3.6-flash,0.0,5.467315791989677,{},compositional
Albert S. Rogell,False,4313c520b2f34b89455358ab2981cc1944a923f7d5f248344f369a76c0af5494,5.665321375010535,4812,743,0.00639525,0.00639525,4000,0.0,fcdafe320bdb11eba7f7acde48001122,0.00639525,0,,[],0,f1,gemini-3.6-flash,0.0,5.677062542003114,{},compositional
Ad-Diriyyah,False,27c15316dfbb82077bdac9615b9d6f9952a5521f70b2f5fc001cb76c64b188f3,5.570760416972917,4572,742,0.0062115,0.0062115,4000,0.0,b642318c0bdd11eba7f7acde48001122,0.0062115,0,,[],0,f1,gemini-3.6-flash,0.0,5.685221292020287,{},compositional
Lost in the Stratosphere,False,b39b54ba0abe6142d1c5712ea6e395491143e4ccddcd178d8f62f70999c657e3,5.718076125020161,4692,743,0.00630525,0.00630525,4000,0.0,48e6d06e086f11ebbd62ac1f6bf848b6,0.00630525,0,,[],0,f1,gemini-3.6-flash,0.0,5.7316906659980305,{},bridge_comparison
Return to Cabin by the Lake,False,b4032774262322524216b6ad6d66a1fbf7b9abc892f2b0df64ed266bf2df0c5b,5.771765000012238,4587,744,0.00623025,0.00623025,4000,1.0,90c8793c087411ebbd67ac1f6bf848b6,0.00623025,0,,[],0,f1,gemini-3.6-flash,1.0,5.924833124969155,{},bridge_comparison
Juan Carlos Falcón,False,e14eaccc7434cc3025fc3780a97e4e958004d68866425f221f12d8e986b3208c,1.9209246250102296,4803,200,0.00435225,0.00435225,4000,1.0,632fcc82085611ebbd59ac1f6bf848b6,0.00435225,0,,[],0,f1,gemini-3.6-flash,1.0,1.9513556250021793,{},comparison
Sammy Hagar,False,25d8da17c4a365dd35f72c6aa1bd9c25e0a723716aa5c152e7cc805b3072a788,2.3505920409807004,4740,229,0.00441375,0.00441375,4000,1.0,402c6e0008c611ebbd90ac1f6bf848b6,0.00441375,0,,[],0,f1,gemini-3.6-flash,1.0,2.449540458037518,{},comparison
Jorge Ledezma,False,8e707880f1396a550e9b40a7871d46935cab65bf52f8a84cf052b69f28286976,2.5067044170573354,4650,280,0.0045375,0.0045375,4000,1.0,fde95590089c11ebbd78ac1f6bf848b6,0.0045375,0,,[],0,f1,gemini-3.6-flash,1.0,2.6526204160181805,{},comparison
Yes,False,0867b9d8b413b3ebe3193fb5187df78aab2c0a7f4ac117168b9d3105b8b1a737,2.5822254579979926,4847,262,0.00461775,0.00461775,4000,1.0,9523a3df088911ebbd6eac1f6bf848b6,0.00461775,0,,[],0,f1,gemini-3.6-flash,1.0,2.688625291979406,{},comparison
Dmitry Grigorieff,False,222176ec794040abe2d527eab4cafcc238d6711acf522104bda4c87fde36d3a8,2.905178957968019,4829,335,0.004878,0.004878,4000,1.0,a08aa2a9089111ebbd73ac1f6bf848b6,0.004878,0,,[],0,f1,gemini-3.6-flash,1.0,3.0483771250001155,{},comparison
between 1322 and 1327,False,afeffb58c65f9d5d0b04cd0241fa8c900254a297c235a5536fe82e4240d66084,3.2178007920156233,4686,512,0.0054345,0.0054345,4000,0.0,076288460bde11eba7f7acde48001122,0.0054345,0,,[],0,f1,gemini-3.6-flash,0.4,3.2245326249976642,{},compositional
