answer,answer_cached,answer_key,answer_seconds,answer_tokens_in,answer_tokens_out,answer_usd,cash_usd,context_tokens,correct,id,incremental_answer_usd,incremental_judge_usd,judge,judge_keys,judge_usd,metric,reader,score,seconds,supplementary,type
"war content.
    - `mhr_d8bccdaeb9b5#0`: EU / EC warning X (Israel-Hamas",False,28234abda18a04ec57817f233a8f67a74d3dd7c290e2e2bd25b36a1de58e3a1d,6.071063707990106,4131,764,0.00596325,0.00597785,4000,0.0,mhr_q0015,0.00596325,1.46e-05,gemini-2.5-flash-lite,"[""a6202e1bb6b39f197bd0de20cba8a4efed8677ddcf7e89621f13c235133ffaff""]",1.46e-05,judge,gemini-3.6-flash,0.0,6.64663545798976,{},inference_query
Valve,False,232ee83beae6266c3f4e327627555d5a865b8f15767b5ac24ee9b1cbf08556bc,2.234602249984164,4379,281,0.004338,0.0043479999999999994,4000,1.0,mhr_q0022,0.004338,1.0000000000000003e-05,gemini-2.5-flash-lite,"[""4d5b9395e0b1e427664c183474f6bb62a6b9ef2f11c9bbfa2d1819c70611f94b""]",1.0000000000000003e-05,judge,gemini-3.6-flash,1.0,2.9069812910165638,{},inference_query
Google,False,0ed29fbff7d6cdc7658f51ee9257ea19e814017ea9f6f8d9737ad2a06b72d8af,2.6200457920203917,4278,245,0.00412725,0.00414055,4000,1.0,mhr_q0030,0.00412725,1.3300000000000001e-05,gemini-2.5-flash-lite,"[""600474cc2e2d0a336f948cd730bde10bd766c15a872c1199a6726f1a6ff25b3a""]",1.3300000000000001e-05,judge,gemini-3.6-flash,1.0,3.2905765419709496,{},inference_query
Insufficient information,False,57ecdc86fb4ebc4865779bbe40dd87abcbd33fc05e7b50d252afe9bf612aec98,2.714607125031762,4344,389,0.00471675,0.00473045,4000,1.0,mhr_q0020,0.00471675,1.3700000000000001e-05,gemini-2.5-flash-lite,"[""afde01e637acc2db81bba6203587f15d6b90dabee39736da683515ad43fcb61b""]",1.3700000000000001e-05,judge,gemini-3.6-flash,1.0,3.3813729159883223,{},null_query
"Yes. The TechCrunch article explicitly notes that Amazon is not training its LLM on kids' answers, while the article citing *The Age* and *The Sydney Morning Herald* details concerns from marketers and officials regarding TikTok's pixel collecting personal data without user consent.",False,6d9caf87701ff2271ea22e79c1a861623e06b2c1bcf590f9a193695d53dc5d86,2.999596207984723,4157,345,0.0044115,0.004426899999999999,4000,1.0,mhr_q0027,0.0044115,1.54e-05,gemini-2.5-flash-lite,"[""bfadc545489e1b1dd3880285081ca100ef66176b1063fea2ecab58a09f7e6fdb""]",1.54e-05,judge,gemini-3.6-flash,1.0,3.6593150419648737,{},comparison_query
Insufficient information,False,8fc94eb977abaa59022f58c120365b3c81fa898cc9dd89bf0b757cee6056c4a0,3.2935394590022042,4251,451,0.0048795,0.0048918,4000,0.0,mhr_q0026,0.0048795,1.23e-05,gemini-2.5-flash-lite,"[""279643777d77cdd43423ab73f493ba66e2d695e52876395b30817ebb475e235c""]",1.23e-05,judge,gemini-3.6-flash,0.0,3.9992104590055533,{},temporal_query
"No. In both reports, her statement remained consistent: she stated that her children are ""little gurus"" who taught her a ""deep sense of self-acceptance.""",False,861cfa9933201ac365343baed6476c4521afc32c80d580d7d679478126e80e17,3.6307423330144957,4258,549,0.00525225,0.00526955,4000,1.0,mhr_q0023,0.00525225,1.73e-05,gemini-2.5-flash-lite,"[""2f71ffa80b9fde3d941419b6772bd2a2179dc38ed49b7a013fad0571f989dcc6""]",1.73e-05,judge,gemini-3.6-flash,1.0,4.203795875015203,{},temporal_query
Insufficient information,False,32a44776c3d6fa09df55b6f1142d34d277615a7abbd2152a066810a0ed188cf7,3.652373874967452,4224,510,0.0050805,0.0050938,4000,0.0,mhr_q0029,0.0050805,1.3300000000000001e-05,gemini-2.5-flash-lite,"[""05bbfb299243d3328c02b8dd0e6089718202fc3ec02e210ebf5a885ccc91ea13""]",1.3300000000000001e-05,judge,gemini-3.6-flash,0.0,4.3911654590046965,{},temporal_query
Insufficient information.,False,68b9135d7c3818d122011becfaafdbaeac506c690ce6541fc3b60fa5bba2a38d,4.105604415992275,4334,736,0.0060105,0.0060226,4000,0.0,mhr_q0021,0.0060105,1.2100000000000001e-05,gemini-2.5-flash-lite,"[""ed84049a9c04a0e5cb6f0a13c56868d2653effb3129e2db6ca72f4838a97476c""]",1.2100000000000001e-05,judge,gemini-3.6-flash,0.0,4.642552250006702,{},temporal_query
Insufficient information,False,dcdbaf06ef09ab28b2921617b8e9ee927c15ed48e8f34a63e8a1d58bfdb0d92d,4.153557832993101,4264,737,0.00596175,0.00597375,4000,1.0,mhr_q0024,0.00596175,1.2000000000000002e-05,gemini-2.5-flash-lite,"[""af979ad499b28cb7f32a914f7968c866aa2f8c9f11decd4db3ba48dbcb720f94""]",1.2000000000000002e-05,judge,gemini-3.6-flash,1.0,4.736587291001342,{},null_query
Insufficient information,False,dd33b51c8015920e877b085a6eb015ae3c5af12f4388e0165dcd9e3d2471a0e8,4.223991875012871,4261,735,0.005952,0.0059631,4000,0.0,mhr_q0028,0.005952,1.1100000000000002e-05,gemini-2.5-flash-lite,"[""cc659982c58e931072ea854200b75f8ae06082ac63a42bdb8ddaadd0ab10c9d8""]",1.1100000000000002e-05,judge,gemini-3.6-flash,0.0,4.87728562502889,{},comparison_query
Insufficient information,False,294182a1da9c8e101ba5e887911eb9da926e5a115e8cc1a947aa3a8f4a271a33,4.321088458003942,4202,737,0.00591525,0.0059273500000000005,4000,0.0,mhr_q0016,0.00591525,1.2100000000000001e-05,gemini-2.5-flash-lite,"[""59642757fd393eec554e3954a19f0af116577b16a8464d7b7bd7cfea7fe835d0""]",1.2100000000000001e-05,judge,gemini-3.6-flash,0.0,5.022366166987922,{},inference_query
Insufficient information,False,49e3ac0b46b23a69ce22d7079cffa281398059f403d1834606fcac69968f5c7c,4.464862374996301,4347,657,0.005724,0.0057363,4000,1.0,mhr_q0018,0.005724,1.23e-05,gemini-2.5-flash-lite,"[""332a3df4365329b8665528369d66e631e9c288ca453dac60f1cc513ef13fc65e""]",1.23e-05,judge,gemini-3.6-flash,1.0,5.025560750043951,{},null_query
Insufficient information,False,78f24e66cc5d0323194ca0d6a1163520720e8c0ee2c5bc93ff1b6b416400e65d,4.51125250000041,4094,736,0.0058305,0.0058413,4000,0.0,mhr_q0031,0.0058305,1.08e-05,gemini-2.5-flash-lite,"[""d1a762172e6e3710d5b0c46d98e9d4286ccc495f11d11d26c5dfacd26491b5c1""]",1.08e-05,judge,gemini-3.6-flash,0.0,5.141503791033756,{},comparison_query
Insufficient information,False,4d5021647413830fe60426cb4f6e1bb6079cef634c000ecd45aa70d109de2e35,5.153593708004337,4268,738,0.0059685,0.0059808,4000,0.0,mhr_q0017,0.0059685,1.23e-05,gemini-2.5-flash-lite,"[""391c8e6db3bf38d559e745e1e6b95b5b1ac3833b9fe2af8779145fb09f1f34ae""]",1.23e-05,judge,gemini-3.6-flash,0.0,5.683761249994859,{},temporal_query
Insufficient information,False,2f2e64cfe526b40175ae683fc08902922e8edece62b456d5be2fa1b4fd96c95d,5.235271250014193,4442,650,0.005769,0.0057796,4000,0.0,mhr_q0019,0.005769,1.0600000000000002e-05,gemini-2.5-flash-lite,"[""0c2e29b525ba4b13121dbe965dda318eca9637fe8527b87fc3b5e58f619857fe""]",1.0600000000000002e-05,judge,gemini-3.6-flash,0.0,6.020504875050392,{},comparison_query
"Yes. Earlier public speculation and reports assumed their relationship began or had its first date when Swift first attended a Chiefs game in September 2023. However, in the December 6, 2023 report, Swift revealed that they had secretly been hanging out since July and were already a couple by the time she attended her first game.",False,441dda0b08768a905ea112d472939eb62bde5c37e4722a0742eb1e9e4daba306,5.840471040981356,4150,644,0.0055275,0.005544100000000001,4000,1.0,mhr_q0025,0.0055275,1.6599999999999997e-05,gemini-2.5-flash-lite,"[""321809c2c5ef17300d0bdc049d56ce62c2aefaeb6499d95bf1d7314fac7abb3a""]",1.6599999999999997e-05,judge,gemini-3.6-flash,1.0,6.551659499993548,{},temporal_query
Sam Altman,False,1fc37b6e8f7f7c5c722bd1c84eececec6bcb9d684379f4e78b3ff5d4a8a9d2f4,3.311249708000105,4115,600,0.00533625,0.005350049999999999,4000,1.0,mhr_q0045,0.00533625,1.38e-05,gemini-2.5-flash-lite,"[""187c2305912b55237e7b4e9628e390c000d3ace4f3c8d245a3b3e00a692947e7""]",1.38e-05,judge,gemini-3.6-flash,1.0,3.99757787497947,{},inference_query
Insufficient information,False,88f203ddb2cbe5504b7eed01b8c273be780382c26a2e2c1ae21d7fdfb3281117,3.480329374957364,4274,426,0.004803,0.0048161,4000,0.0,mhr_q0034,0.004803,1.3100000000000002e-05,gemini-2.5-flash-lite,"[""a37e0da3096f1cf794edb569b14a560583807b1a4ec56ab7265758c59655cc2b""]",1.3100000000000002e-05,judge,gemini-3.6-flash,0.0,4.071247124986257,{},temporal_query
Uber,False,f40375cb02f38c05c166556ac3d1394fad49616233c50686672f1d0a76cc757e,3.3154150420450605,4266,401,0.00470325,0.00471475,4000,1.0,mhr_q0033,0.00470325,1.1500000000000002e-05,gemini-2.5-flash-lite,"[""1a3a16418cedb89ebce09e594e396bbdd3ab2bc058d986c6504227a11feb523a""]",1.1500000000000002e-05,judge,gemini-3.6-flash,1.0,4.093057000020053,{},inference_query
"Yes. Evidence confirms that a Microsoft-affiliated paper found GPT-4 can be more easily prompted than other LLMs to output toxic, biased text, and that competitors Google, OpenAI, and Microsoft have criticized Meta's open-source AI approach as potentially dangerous and disinformation-encouraging.",False,5f88eb179834d905bcaf9efeb2e54f9e15667c2a45580c4bd227d2deb5b95b8f,3.4485632089781575,4098,410,0.004611,0.004627999999999999,4000,1.0,mhr_q0035,0.004611,1.7e-05,gemini-2.5-flash-lite,"[""0c7c81c557e9c76055a0f1e6a5cbabdf8896cb8ca1b052d05adcfc0f2fdd6412""]",1.7e-05,judge,gemini-3.6-flash,1.0,4.145153583958745,{},comparison_query
Sam Altman,False,8e5bb491447b0d34edd955f94c29fb130aa04a2e09e3cd15f8654eec9784af7d,4.007982499955688,4090,461,0.00479625,0.00480625,4000,1.0,mhr_q0032,0.00479625,1.0000000000000003e-05,gemini-2.5-flash-lite,"[""19c4a9d41827b8396119f948c6cb63e8b2521fb7c392d58513520763c47494b6""]",1.0000000000000003e-05,judge,gemini-3.6-flash,1.0,4.57002033299068,{},inference_query
"Yes. The evidence indicates that Sam Altman was planning a new venture, while Matt Huang and Gary Wang were discussed regarding Paradigm's investments, FTX's operations, and their testimony in the SBF trial, without any mention of them being involved in a new venture.",False,960a1dd026b04cd8c8262efd963c7e11fe626d85286b67d8b69d72b9dd686841,3.90055887500057,4138,642,0.005511,0.005527000000000001,4000,1.0,mhr_q0042,0.005511,1.6e-05,gemini-2.5-flash-lite,"[""d07ccf289d2d095c0037c8e534b0171e648c73c4592bd772ff78bc32440ef1c3""]",1.6e-05,judge,gemini-3.6-flash,1.0,4.7559938749764115,{},comparison_query
Insufficient information,False,80c58f9dbcb96aa9debe2c73f1c5d7d507e662e78fd6d03986be867949051aba,4.174772375030443,4265,533,0.0051975,0.0052089,4000,1.0,mhr_q0038,0.0051975,1.1400000000000001e-05,gemini-2.5-flash-lite,"[""c6e5b7b441c9c8877f09e0df6626df1fe0a693d9d2bfdde29e0d8b0c2a38b4c8""]",1.1400000000000001e-05,judge,gemini-3.6-flash,1.0,4.779628083982971,{},null_query
Insufficient information,False,b53709bf698f94c775a981a18979bd2b406dfec4c7981aaa71d0097d3ef00035,4.19484004098922,4299,735,0.0059805,0.005992099999999999,4000,0.0,mhr_q0043,0.0059805,1.16e-05,gemini-2.5-flash-lite,"[""303429717579517b113a7e2910e228cb8181ef52e295a81ee97d57dbb10cf6ee""]",1.16e-05,judge,gemini-3.6-flash,0.0,4.87086891697254,{},temporal_query
Insufficient information,False,4ecc4fea5b1cdb3163a2d69230470027a397422c2b5084ae969873df0008d47e,4.572906708985101,4251,633,0.005562,0.0055729,4000,0.0,mhr_q0040,0.005562,1.09e-05,gemini-2.5-flash-lite,"[""de38e859f3ed745857eaad40574e8f74fec491db4e247bda013cdda450fd880d""]",1.09e-05,judge,gemini-3.6-flash,0.0,5.092519958037883,{},temporal_query
Insufficient information,False,47019507343f50d25ccff5e1b7103e6a0e24a3575643d1ff1d403b03aa46dbc8,4.546664541005157,4230,589,0.00538125,0.00539345,4000,1.0,mhr_q0039,0.00538125,1.2200000000000002e-05,gemini-2.5-flash-lite,"[""3dd37a69d93899a4582b7bb2a1ff860cac5dfa87cc65a17e796ff9bde7338058""]",1.2200000000000002e-05,judge,gemini-3.6-flash,1.0,5.161032791016623,{},null_query
Insufficient information,False,5a7ca9577b6ca56201d58eb46d2f3b1fbd1f860980c45e16304fd407ecb73587,5.247823917015921,4350,735,0.00601875,0.0060297499999999995,4000,0.0,mhr_q0036,0.00601875,1.1000000000000001e-05,gemini-2.5-flash-lite,"[""4af9853eaca0860d9501db94e58dd82296c7d3d939ce570d252174b3de632e8a""]",1.1000000000000001e-05,judge,gemini-3.6-flash,0.0,5.895027165999636,{},comparison_query
"Yes. The article on generative AI in the enterprise highlights that CIOs are ""taking it slow"" and proceeding cautiously, with a",False,fc5e765511906dbb0987a810b44fa313b51e522d76050a130014a4b72d95b5ea,5.701322790991981,4114,764,0.0059505,0.005964,4000,1.0,mhr_q0037,0.0059505,1.3500000000000001e-05,gemini-2.5-flash-lite,"[""3fc0d9027bf5e33695fac476050c1ff002267b43573fea28c46c970578c11ffd""]",1.3500000000000001e-05,judge,gemini-3.6-flash,1.0,6.244945749989711,{},comparison_query
Insufficient information,False,f48c7a5a846d3b96a55737c4861dab94336b7cf394d2444ba74aa560245839d4,5.69529462500941,4151,735,0.0058695,0.0058817999999999995,4000,0.0,mhr_q0044,0.0058695,1.23e-05,gemini-2.5-flash-lite,"[""8f08b8ad0b60f902ff1eea0bb10d98b0b9d406ec759e58169365075f068dc5bd""]",1.23e-05,judge,gemini-3.6-flash,0.0,6.269574541016482,{},inference_query
"No. The October 14, 2023 report stated that the All Blacks suffered home **defeats** to Ireland, South Africa",False,c62cadfb742045f18ba2fdab664e70b8b94a5ff97eaa465ee859db1eeacd1769,5.634642707998864,4439,764,0.00619425,0.00621265,4000,0.0,mhr_q0041,0.00619425,1.84e-05,gemini-2.5-flash-lite,"[""891b095015d99d867667aa85e8dcfe39699c68363d361f7ac2d062336f8450b2""]",1.84e-05,judge,gemini-3.6-flash,0.0,6.296198291995097,{},temporal_query
Insufficient information,False,11ff8cc0ca8ac041688bb5e7481c99849a2ce925a4a116572e19e73568c3a717,5.800920167006552,4263,742,0.00597975,0.0059926499999999995,4000,0.0,mhr_q0046,0.00597975,1.29e-05,gemini-2.5-flash-lite,"[""21631c9ffb9661f7fd50d02dec9bd55b6916dbe2e99d70cdd5a2f0c00953b305""]",1.29e-05,judge,gemini-3.6-flash,0.0,6.35838212503586,{},comparison_query
No. While The Verge article (from `mhr_844a9f12bf2e`) does focus,False,bf520137c66d033ead33a42030b70b28107d3570826d12772bb1082337ffbf9a,5.848460667009931,4246,764,0.0060495,0.0060635,4000,0.0,mhr_q0047,0.0060495,1.4000000000000001e-05,gemini-2.5-flash-lite,"[""8cfc0fc9399644758835509c1f46e5a83b5aadceb1cbe12f2df05e849035187c""]",1.4000000000000001e-05,judge,gemini-3.6-flash,0.0,6.4013226659735665,{},comparison_query
Lionel Messi,False,86606f3813d6816e77170c3bd6e42b62772533f700e59b789215392d98b9fcbb,2.8023038750397973,4251,408,0.00471825,0.00472955,4000,1.0,mhr_q0060,0.00471825,1.13e-05,gemini-2.5-flash-lite,"[""3f86b9b4ebb25b82bf7e7e2c5456f62ca8a1ed3cdabb44c4a1dc3ac3bba1f242""]",1.13e-05,judge,gemini-3.6-flash,1.0,3.4299569579889067,{},inference_query
Insufficient information,False,e8066b4d0e557ee4de93094662e33fbcfbc4cf39100a0b341825a889d0c7dd3d,3.284445291967131,4228,462,0.0049035,0.0049138,4000,1.0,mhr_q0048,0.0049035,1.0300000000000001e-05,gemini-2.5-flash-lite,"[""ca5c3319bb050744eca3983bbc00c9baea6db193fb92a656a2218debf31e22bc""]",1.0300000000000001e-05,judge,gemini-3.6-flash,1.0,3.889418208040297,{},null_query
"Based on the provided evidence, the player is **Tyreek Hill**.",False,86202134eb73b077b78deff2ca4f91850efd03fd4c3c8afab1fb0f89259c20e2,3.700452040997334,4572,457,0.00514275,0.00515795,4000,1.0,mhr_q0056,0.00514275,1.5200000000000002e-05,gemini-2.5-flash-lite,"[""cafeb8c98816aa5b0c99b3c466f2470a6dc8d5c59e31a02dd880625d7d4c9e25""]",1.5200000000000002e-05,judge,gemini-3.6-flash,1.0,4.260421041981317,{},inference_query
"No. Both reported the same offer: new customers/sign-ups could receive up to $1,000 in bonus bets if their first bet loses.",False,b29ed1d598816c73294811d5c808b80cc35fc565d02f3777844ea3856a30a969,3.664577375049703,4364,602,0.0055305,0.0055463,4000,1.0,mhr_q0057,0.0055305,1.58e-05,gemini-2.5-flash-lite,"[""ef92e8227d9eeaf18d94cdcaced1b62ba79a00b60c991cfb486f2f3edac3c484""]",1.58e-05,judge,gemini-3.6-flash,1.0,4.450399708002806,{},temporal_query
Insufficient information,False,5de101d457c92dec967c80a59827714b4561adae19bb22eaf7ba3f72d4f9431c,3.868832750013098,4292,567,0.00534525,0.00535675,4000,1.0,mhr_q0049,0.00534525,1.1500000000000002e-05,gemini-2.5-flash-lite,"[""df9f6ebf3e1c08b3c46bb233ddfa41a525f257438cda58a7f20b9955f862def7""]",1.1500000000000002e-05,judge,gemini-3.6-flash,1.0,4.534809792006854,{},null_query
"Based on the provided evidence, the company is **Meta**.",False,1445df55009756fc897a6cfe70e7e975c6249b09e278fd4a3f9d0429e50a41b4,3.796120166021865,4124,441,0.00474675,0.00475905,4000,1.0,mhr_q0063,0.00474675,1.23e-05,gemini-2.5-flash-lite,"[""485fa8613292343a8aa1aeb8def8fdf4c64ffb98c89e71a42ba87f9edf16f39a""]",1.23e-05,judge,gemini-3.6-flash,1.0,4.708174541010521,{},inference_query
"0c91#0: no ""Jane Street"", no ""Fortune""
    - mhr_c5dc98f639",False,b4c87ce98cb927b442f6f4160f55d9647620b4f38c96782f0dda6bc3c35c5bda,4.2674266250105575,4132,764,0.005964,0.005980699999999999,4000,0.0,mhr_q0061,0.005964,1.67e-05,gemini-2.5-flash-lite,"[""ad0f13eddd1957d8639e217f3bf9ea512bf839966530f8c25cb1f5e6be017cc4""]",1.67e-05,judge,gemini-3.6-flash,0.0,4.887836332956795,{},inference_query
"Yes. The provided evidence shows that:

* **TalkSport/article:** Notes that Manchester United conceded 14 goals in the Champions League group stage, setting a ""new and unwanted record for the club.""
* **The Guardian article:** States that United ""do not cope well"" under pressure in the Champions League in recent times, ""have rarely been convincing,"" and struggle with high-pressure trips to Istanbul, repeating similar failures in Europe over the years.",False,cb0a13e59688c6a5ef878ca0ef27377632dc8d372a324da12e36f7bc39d33896,4.239135875017382,4416,685,0.00588075,0.00590275,4000,1.0,mhr_q0052,0.00588075,2.2e-05,gemini-2.5-flash-lite,"[""385d1182eee429ebfedaf881b738f9b608b311e10821e515802549c92f27fca7""]",2.2e-05,judge,gemini-3.6-flash,1.0,4.930796874978114,{},comparison_query
No. The Sporting News article (`mhr_22e20b1a7ffa#0`) notes that the Seahawks moved to a,False,79e53122ada94edf7bb354e77a56722d990c9155bc3114bde982e0a0eff3a80c,4.76454562501749,4500,764,0.00624,0.0062533,4000,1.0,mhr_q0062,0.00624,1.3300000000000001e-05,gemini-2.5-flash-lite,"[""0f599b51736d6822268a182aa4bf52eb314ba86c7391072ca49b7f39ff30188d""]",1.3300000000000001e-05,judge,gemini-3.6-flash,1.0,5.5067150829709135,{},comparison_query
"Yes. The report on Elijah Garcia's 16th victory was published on September 30, 2023, before the coverage of Jai Opetaia's first-round knockout of Ellis Zorro on December 23, 2023.",False,de99f11062dd4f9ad6ea43cb7e3f843e9abc3728af0899566d19c6d4061af588,5.049760374997277,4432,728,0.006054,0.0060696000000000005,4000,1.0,mhr_q0058,0.006054,1.5600000000000003e-05,gemini-2.5-flash-lite,"[""0ec880626f06df22c00d5ccfc6f1f547827d16f079fa776fda11e2a9febcb7b5""]",1.5600000000000003e-05,judge,gemini-3.6-flash,1.0,5.7187034580274485,{},temporal_query
